lon,lat,x_utm_km,y_utm_km,n_events,n_online,proportion,hlogit
-51.875,-28.574999999999996,414.4269684362673,6838.786704972601,374,321.0,0.8582887700534759,1.793315889775713
-50.725,-30.924999999999997,526.2737391576741,6578.6774979674665,135,126.0,0.9333333333333333,2.5889505095610796
-55.825,-29.474999999999998,31.922752027347276,6729.674349853387,174,0.0,0.0,-5.855071922202427
-52.475,-30.624999999999996,358.6319801471604,6611.029185218404,547,135.0,0.24680073126142596,-1.11326456545498
-52.875,-29.324999999999996,317.9322962077512,6754.546923314283,67,32.0,0.47761194029850745,-0.08829260714567831
-50.825,-28.275,517.162576803536,6872.321443952265,2014,1643.0,0.8157894736842105,1.4870345289464602
-52.125,-27.874999999999996,389.2557491280333,6916.136024000697,373,316.0,0.8471849865951743,1.705538293780926
-52.825,-31.824999999999996,327.27932629627924,6477.510610894559,86,50.0,0.5813953488372093,0.3246610756928683
-51.025000000000006,-29.924999999999997,497.58699679065165,6689.524945150558,171745,162932.0,0.9486855512533116,2.9170513677320407
-52.125,-27.324999999999996,388.70141542144194,6977.065566226476,663,1.0,0.0015082956259426848,-6.0905554497522125
-51.975,-27.874999999999996,404.0225193935557,6916.262563010693,223,0.0,0.0,-6.102558594613569
-52.175000000000004,-31.074999999999996,387.91156807970054,6561.49284286779,59,0.0,0.0,-4.77912349311153
-54.125,-29.674999999999997,197.54675093959895,6713.1403405151905,7981,7181.0,0.8997619345946624,2.194027021435108
-51.775000000000006,-28.474999999999998,424.13552306262693,6849.932985968269,423,147.0,0.3475177304964539,-0.628382645182515
-51.575,-27.974999999999998,443.4509713721584,6905.433894942548,233,18.0,0.07725321888412018,-2.4551901774595235
-51.825,-27.624999999999996,418.603230347411,6944.065433458926,1950,1710.0,0.8769230769230769,1.9618209148718435
-51.775000000000006,-29.724999999999998,425.04664650043475,6711.434879477008,15862,14509.0,0.9147018030513177,2.3721097772363553
-53.225,-30.525,286.5162838008165,6620.932009947799,35,33.0,0.9428571428571428,2.5952547069568657
-54.175000000000004,-29.574999999999996,192.40090827573184,6724.097363207206,67,5.0,0.07462686567164178,-2.430418464503931
-52.975,-29.474999999999998,308.5014857316699,6737.762187544726,1999,164.0,0.08204102051025512,-2.4121616327314626
-50.475,-27.124999999999996,552.0306850582352,6999.611048216156,170,123.0,0.7235294117647059,0.9555114450274363
-54.825,-30.874999999999996,134.23737299594703,6577.9800252114965,268,68.0,0.2537313432835821,-1.0739805014784443
-53.975,-29.674999999999997,212.07137373478037,6713.523493954661,9375,8409.0,0.89696,2.163435999519102
-55.875,-29.924999999999997,29.177172857213883,6679.51768314839,82,33.0,0.4024390243902439,-0.39042723074362384
